,0
Team_ID,1610612747
Season,2006-07
FGM,"{'AVG': 37.84146341463415, 'STDEV': 5.196079985401915}"
FGA,"{'AVG': 81.26829268292683, 'STDEV': 7.550731761591147}"
FGP,"{'AVG': 0.46659756097560906, 'STDEV': 0.056924220746163004}"
FG3M,"{'AVG': 7.414634146341464, 'STDEV': 3.095002820207315}"
FG3A,"{'AVG': 21.024390243902438, 'STDEV': 5.381668954396811}"
FG3P,"{'AVG': 0.34787673868593005, 'STDEV': 0.10019909727224201}"
FTM,"{'AVG': 20.24390243902439, 'STDEV': 6.464644539911021}"
FTA,"{'AVG': 27.085365853658537, 'STDEV': 27.085365853658537}"
FTP,"{'AVG': 0.7478414634146341, 'STDEV': 0.7478414634146341}"
OREB,"{'AVG': 10.804878048780488, 'STDEV': 3.6765490541956938}"
DREB,"{'AVG': 30.426829268292682, 'STDEV': 5.6895626506504}"
REB,"{'AVG': 41.23170731707317, 'STDEV': 6.773767083822098}"
AST,"{'AVG': 22.5609756097561, 'STDEV': 6.033031629402674}"
BLK,"{'AVG': 5.134146341463414, 'STDEV': 2.387013191903174}"
TOV,"{'AVG': 15.036585365853659, 'STDEV': 3.769419256286005}"
PF,"{'AVG': 23.036585365853657, 'STDEV': 5.3620640994119935}"
