,0
Team_ID,1610612742
Season,2006-07
FGM,"{'AVG': 36.707317073170735, 'STDEV': 4.660015908620248}"
FGA,"{'AVG': 78.5609756097561, 'STDEV': 7.5032463113824495}"
FGP,"{'AVG': 0.46895121951219504, 'STDEV': 0.056333640682708006}"
FG3M,"{'AVG': 6.524390243902439, 'STDEV': 2.763186609856688}"
FG3A,"{'AVG': 17.121951219512194, 'STDEV': 5.31104194260501}"
FG3P,"{'AVG': 0.38174452399094005, 'STDEV': 0.110097141114253}"
FTM,"{'AVG': 20.073170731707318, 'STDEV': 6.121769468648827}"
FTA,"{'AVG': 24.9390243902439, 'STDEV': 24.9390243902439}"
FTP,"{'AVG': 0.807609756097561, 'STDEV': 0.807609756097561}"
OREB,"{'AVG': 11.21951219512195, 'STDEV': 4.391418090495194}"
DREB,"{'AVG': 30.670731707317074, 'STDEV': 5.291630657325786}"
REB,"{'AVG': 41.890243902439025, 'STDEV': 6.550857257182048}"
AST,"{'AVG': 19.902439024390244, 'STDEV': 4.6946508990698455}"
BLK,"{'AVG': 4.975609756097561, 'STDEV': 2.222086716735818}"
TOV,"{'AVG': 13.109756097560975, 'STDEV': 3.953451680075368}"
PF,"{'AVG': 22.402439024390244, 'STDEV': 3.864558033272675}"
