,0
Team_ID,1610612738
Season,2006-07
FGM,"{'AVG': 34.853658536585364, 'STDEV': 4.9693429310034425}"
FGA,"{'AVG': 78.70731707317073, 'STDEV': 7.056190356181434}"
FGP,"{'AVG': 0.44430487804878005, 'STDEV': 0.06168111723067601}"
FG3M,"{'AVG': 5.7439024390243905, 'STDEV': 2.6704185440190633}"
FG3A,"{'AVG': 15.646341463414634, 'STDEV': 4.330118326497492}"
FG3P,"{'AVG': 0.36586535715134005, 'STDEV': 0.134243641401585}"
FTM,"{'AVG': 20.365853658536587, 'STDEV': 6.6360634529184015}"
FTA,"{'AVG': 26.5609756097561, 'STDEV': 26.5609756097561}"
FTP,"{'AVG': 0.7679878048780481, 'STDEV': 0.7679878048780481}"
OREB,"{'AVG': 11.195121951219512, 'STDEV': 3.290236302033016}"
DREB,"{'AVG': 29.158536585365855, 'STDEV': 5.320515876304008}"
REB,"{'AVG': 40.353658536585364, 'STDEV': 6.143091977372395}"
AST,"{'AVG': 19.878048780487806, 'STDEV': 4.56608605095782}"
BLK,"{'AVG': 4.658536585365853, 'STDEV': 2.394538601887415}"
TOV,"{'AVG': 15.670731707317072, 'STDEV': 3.665167633135247}"
PF,"{'AVG': 24.036585365853657, 'STDEV': 4.957710348540958}"
