,0
Team_ID,1610612740
Season,2006-07
FGM,"{'AVG': 36.23170731707317, 'STDEV': 4.869402530054266}"
FGA,"{'AVG': 81.39024390243902, 'STDEV': 8.244348752905244}"
FGP,"{'AVG': 0.446756097560975, 'STDEV': 0.055822372827028004}"
FG3M,"{'AVG': 5.548780487804878, 'STDEV': 2.315553630967371}"
FG3A,"{'AVG': 15.317073170731707, 'STDEV': 4.174815879078929}"
FG3P,"{'AVG': 0.36435274910554305, 'STDEV': 0.133066145740305}"
FTM,"{'AVG': 17.51219512195122, 'STDEV': 5.771885676081404}"
FTA,"{'AVG': 23.670731707317074, 'STDEV': 23.670731707317074}"
FTP,"{'AVG': 0.745878048780487, 'STDEV': 0.745878048780487}"
OREB,"{'AVG': 12.5, 'STDEV': 5.036288070679059}"
DREB,"{'AVG': 30.634146341463413, 'STDEV': 5.193804940127956}"
REB,"{'AVG': 43.13414634146341, 'STDEV': 7.060168562185178}"
AST,"{'AVG': 18.74390243902439, 'STDEV': 4.407656009324819}"
BLK,"{'AVG': 4.23170731707317, 'STDEV': 2.00184347439933}"
TOV,"{'AVG': 13.646341463414634, 'STDEV': 4.164434813280432}"
PF,"{'AVG': 19.75609756097561, 'STDEV': 4.096252354090143}"
