,0
Team_ID,1610612748
Season,2006-07
FGM,"{'AVG': 35.59756097560975, 'STDEV': 5.008288823608371}"
FGA,"{'AVG': 76.6829268292683, 'STDEV': 7.901989199133464}"
FGP,"{'AVG': 0.46608536585365806, 'STDEV': 0.06184931933106701}"
FG3M,"{'AVG': 6.439024390243903, 'STDEV': 2.8807473352021553}"
FG3A,"{'AVG': 18.76829268292683, 'STDEV': 5.31315344388033}"
FG3P,"{'AVG': 0.34307267036042305, 'STDEV': 0.11458758415194902}"
FTM,"{'AVG': 16.98780487804878, 'STDEV': 6.219233215487089}"
FTA,"{'AVG': 24.621951219512194, 'STDEV': 24.621951219512194}"
FTP,"{'AVG': 0.6850121951219511, 'STDEV': 0.6850121951219511}"
OREB,"{'AVG': 9.963414634146341, 'STDEV': 4.044337977692751}"
DREB,"{'AVG': 30.804878048780488, 'STDEV': 5.292526816975148}"
REB,"{'AVG': 40.76829268292683, 'STDEV': 6.11070459352508}"
AST,"{'AVG': 20.5, 'STDEV': 5.20030863281625}"
BLK,"{'AVG': 5.390243902439025, 'STDEV': 2.7250828396558973}"
TOV,"{'AVG': 13.926829268292684, 'STDEV': 4.04536158039919}"
PF,"{'AVG': 21.329268292682926, 'STDEV': 3.9504801334970763}"
