,0
Team_ID,1610612739
Season,2006-07
FGM,"{'AVG': 36.31707317073171, 'STDEV': 5.023102304354555}"
FGA,"{'AVG': 81.1951219512195, 'STDEV': 6.815811364235774}"
FGP,"{'AVG': 0.44780487804878005, 'STDEV': 0.055113225547338}"
FG3M,"{'AVG': 6.024390243902439, 'STDEV': 2.784328319632687}"
FG3A,"{'AVG': 17.121951219512194, 'STDEV': 4.606464174952623}"
FG3P,"{'AVG': 0.346042470331619, 'STDEV': 0.1221663677641}"
FTM,"{'AVG': 18.097560975609756, 'STDEV': 6.850447865141826}"
FTA,"{'AVG': 26.01219512195122, 'STDEV': 26.01219512195122}"
FTP,"{'AVG': 0.6934390243902431, 'STDEV': 0.6934390243902431}"
OREB,"{'AVG': 12.670731707317072, 'STDEV': 3.978506693142201}"
DREB,"{'AVG': 30.841463414634145, 'STDEV': 5.205575150431807}"
REB,"{'AVG': 43.51219512195122, 'STDEV': 5.869451995449787}"
AST,"{'AVG': 20.829268292682926, 'STDEV': 5.528388861920972}"
BLK,"{'AVG': 4.304878048780488, 'STDEV': 2.6928759438826413}"
TOV,"{'AVG': 13.74390243902439, 'STDEV': 3.677797836836053}"
PF,"{'AVG': 21.71951219512195, 'STDEV': 4.040762641144821}"
