,0
Team_ID,1610612746
Season,2006-07
FGM,"{'AVG': 35.1219512195122, 'STDEV': 4.500727633634254}"
FGA,"{'AVG': 77.04878048780488, 'STDEV': 7.479853499298806}"
FGP,"{'AVG': 0.45741463414634104, 'STDEV': 0.054043181458997}"
FG3M,"{'AVG': 3.829268292682926, 'STDEV': 2.198792474719583}"
FG3A,"{'AVG': 11.012195121951219, 'STDEV': 4.313326757219283}"
FG3P,"{'AVG': 0.351411096873794, 'STDEV': 0.153486434795248}"
FTM,"{'AVG': 21.573170731707318, 'STDEV': 6.377101179373924}"
FTA,"{'AVG': 27.378048780487806, 'STDEV': 27.378048780487806}"
FTP,"{'AVG': 0.7834512195121951, 'STDEV': 0.7834512195121951}"
OREB,"{'AVG': 10.829268292682928, 'STDEV': 3.9901263263172373}"
DREB,"{'AVG': 30.29268292682927, 'STDEV': 4.6440930352917835}"
REB,"{'AVG': 41.1219512195122, 'STDEV': 5.922108074577313}"
AST,"{'AVG': 21.48780487804878, 'STDEV': 4.732978344640942}"
BLK,"{'AVG': 5.7560975609756095, 'STDEV': 2.9878807701341072}"
TOV,"{'AVG': 14.414634146341463, 'STDEV': 3.463927762455648}"
PF,"{'AVG': 22.658536585365855, 'STDEV': 3.521431780199015}"
