,0
Team_ID,1610612753
Season,2006-07
FGM,"{'AVG': 35.0609756097561, 'STDEV': 4.571375136802172}"
FGA,"{'AVG': 74.26829268292683, 'STDEV': 6.562235354781992}"
FGP,"{'AVG': 0.473536585365853, 'STDEV': 0.058404336707311}"
FG3M,"{'AVG': 4.170731707317073, 'STDEV': 2.40269847293033}"
FG3A,"{'AVG': 11.731707317073171, 'STDEV': 3.678596016691677}"
FG3P,"{'AVG': 0.34581163438531404, 'STDEV': 0.158087492445201}"
FTM,"{'AVG': 20.475609756097562, 'STDEV': 6.002521301027291}"
FTA,"{'AVG': 29.182926829268293, 'STDEV': 29.182926829268293}"
FTP,"{'AVG': 0.7040853658536581, 'STDEV': 0.7040853658536581}"
OREB,"{'AVG': 11.21951219512195, 'STDEV': 3.987710721221606}"
DREB,"{'AVG': 29.48780487804878, 'STDEV': 5.231065567721654}"
REB,"{'AVG': 40.707317073170735, 'STDEV': 5.806526351321743}"
AST,"{'AVG': 18.597560975609756, 'STDEV': 4.548394795121181}"
BLK,"{'AVG': 5.073170731707317, 'STDEV': 2.340098593495782}"
TOV,"{'AVG': 16.26829268292683, 'STDEV': 4.204784988815483}"
PF,"{'AVG': 23.21951219512195, 'STDEV': 4.280372633610945}"
