,0
Team_ID,1610612749
Season,2006-07
FGM,"{'AVG': 38.0609756097561, 'STDEV': 5.264245953238498}"
FGA,"{'AVG': 81.8780487804878, 'STDEV': 7.80058599239516}"
FGP,"{'AVG': 0.465, 'STDEV': 0.04846712007531501}"
FG3M,"{'AVG': 6.390243902439025, 'STDEV': 2.976268678802226}"
FG3A,"{'AVG': 17.951219512195124, 'STDEV': 4.868397558820118}"
FG3P,"{'AVG': 0.350248560035395, 'STDEV': 0.131202253372661}"
FTM,"{'AVG': 17.146341463414632, 'STDEV': 5.663663585992427}"
FTA,"{'AVG': 23.402439024390244, 'STDEV': 23.402439024390244}"
FTP,"{'AVG': 0.739573170731707, 'STDEV': 0.739573170731707}"
OREB,"{'AVG': 11.475609756097562, 'STDEV': 3.573653971781137}"
DREB,"{'AVG': 27.70731707317073, 'STDEV': 3.8761308342085723}"
REB,"{'AVG': 39.18292682926829, 'STDEV': 5.3243629394162575}"
AST,"{'AVG': 21.597560975609756, 'STDEV': 4.711058060753617}"
BLK,"{'AVG': 2.731707317073171, 'STDEV': 1.74305521815175}"
TOV,"{'AVG': 14.560975609756097, 'STDEV': 3.718812902903987}"
PF,"{'AVG': 22.20731707317073, 'STDEV': 4.273772453540686}"
