,0
Team_ID,1610612756
Season,2006-07
FGM,"{'AVG': 41.31707317073171, 'STDEV': 5.36306078257024}"
FGA,"{'AVG': 83.59756097560975, 'STDEV': 8.342749873944385}"
FGP,"{'AVG': 0.49530487804878004, 'STDEV': 0.051492223798485004}"
FG3M,"{'AVG': 9.573170731707316, 'STDEV': 3.208901538159425}"
FG3A,"{'AVG': 23.963414634146343, 'STDEV': 6.693363438679565}"
FG3P,"{'AVG': 0.400836587273565, 'STDEV': 0.093533253120683}"
FTM,"{'AVG': 18, 'STDEV': 6.344045521608977}"
FTA,"{'AVG': 22.28048780487805, 'STDEV': 22.28048780487805}"
FTP,"{'AVG': 0.8026829268292681, 'STDEV': 0.8026829268292681}"
OREB,"{'AVG': 8.987804878048781, 'STDEV': 3.168104556351622}"
DREB,"{'AVG': 31.5, 'STDEV': 5.294418211430871}"
REB,"{'AVG': 40.48780487804878, 'STDEV': 6.492624309983845}"
AST,"{'AVG': 25.878048780487806, 'STDEV': 5.238485889772366}"
BLK,"{'AVG': 4.804878048780488, 'STDEV': 2.168455241201082}"
TOV,"{'AVG': 13.987804878048781, 'STDEV': 3.455158613996924}"
PF,"{'AVG': 20.23170731707317, 'STDEV': 4.942381043830487}"
