,0
Team_ID,1610612749
Season,1996-97
FGM,"{'AVG': 36.18292682926829, 'STDEV': 5.303453449254278}"
FGA,"{'AVG': 76.86585365853658, 'STDEV': 7.981092154481101}"
FGP,"{'AVG': 0.47174390243902403, 'STDEV': 0.05606231342936201}"
FG3M,"{'AVG': 3.951219512195122, 'STDEV': 1.891517380465278}"
FG3A,"{'AVG': 11.21951219512195, 'STDEV': 3.05110540682441}"
FG3P,"{'AVG': 0.36362277727055303, 'STDEV': 0.170819671178003}"
FTM,"{'AVG': 19.024390243902438, 'STDEV': 6.608964375561008}"
FTA,"{'AVG': 25.658536585365855, 'STDEV': 25.658536585365855}"
FTP,"{'AVG': 0.742439024390243, 'STDEV': 0.742439024390243}"
OREB,"{'AVG': 11.646341463414634, 'STDEV': 4.31583919201654}"
DREB,"{'AVG': 27.597560975609756, 'STDEV': 4.446832014521335}"
REB,"{'AVG': 39.24390243902439, 'STDEV': 6.53869956416139}"
AST,"{'AVG': 19.634146341463413, 'STDEV': 5.073563033496577}"
BLK,"{'AVG': 4.2439024390243905, 'STDEV': 2.411704871128736}"
TOV,"{'AVG': 15.109756097560975, 'STDEV': 3.6548837530650893}"
PF,"{'AVG': 23.073170731707318, 'STDEV': 4.221580324905191}"
