,0
Team_ID,1610612756
Season,1996-97
FGM,"{'AVG': 38.329268292682926, 'STDEV': 4.883974494753426}"
FGA,"{'AVG': 81.76829268292683, 'STDEV': 7.5544096851479345}"
FGP,"{'AVG': 0.46984146341463406, 'STDEV': 0.052964807675974}"
FG3M,"{'AVG': 6.426829268292683, 'STDEV': 3.006291706129441}"
FG3A,"{'AVG': 17.414634146341463, 'STDEV': 5.263316373467844}"
FG3P,"{'AVG': 0.365550969299748, 'STDEV': 0.125068610174032}"
FTM,"{'AVG': 19.73170731707317, 'STDEV': 6.999204153150318}"
FTA,"{'AVG': 25.914634146341463, 'STDEV': 25.914634146341463}"
FTP,"{'AVG': 0.7551707317073171, 'STDEV': 0.7551707317073171}"
OREB,"{'AVG': 11.170731707317072, 'STDEV': 3.459839709584718}"
DREB,"{'AVG': 28.975609756097562, 'STDEV': 4.850800137017228}"
REB,"{'AVG': 40.146341463414636, 'STDEV': 5.663663585992427}"
AST,"{'AVG': 25.20731707317073, 'STDEV': 5.071678332475352}"
BLK,"{'AVG': 3.926829268292683, 'STDEV': 2.187396489571468}"
TOV,"{'AVG': 14.109756097560975, 'STDEV': 4.181104164995487}"
PF,"{'AVG': 21.0609756097561, 'STDEV': 4.571375136802172}"
