,0
Team_ID,1610612764
Season,1996-97
FGM,"{'AVG': 39.1219512195122, 'STDEV': 5.114468085740708}"
FGA,"{'AVG': 81.4390243902439, 'STDEV': 7.223243621749917}"
FGP,"{'AVG': 0.48113414634146306, 'STDEV': 0.053912311563789006}"
FG3M,"{'AVG': 4.036585365853658, 'STDEV': 2.021154308690032}"
FG3A,"{'AVG': 12.207317073170731, 'STDEV': 4.147698468980291}"
FG3P,"{'AVG': 0.331070083932445, 'STDEV': 0.127537383434273}"
FTM,"{'AVG': 17.073170731707318, 'STDEV': 6.151945366926734}"
FTA,"{'AVG': 24.134146341463413, 'STDEV': 24.134146341463413}"
FTP,"{'AVG': 0.7057682926829261, 'STDEV': 0.7057682926829261}"
OREB,"{'AVG': 12.317073170731707, 'STDEV': 3.996535687411384}"
DREB,"{'AVG': 29.51219512195122, 'STDEV': 4.263667645187402}"
REB,"{'AVG': 41.829268292682926, 'STDEV': 6.02424090407582}"
AST,"{'AVG': 23.426829268292682, 'STDEV': 4.727201264770869}"
BLK,"{'AVG': 4.902439024390244, 'STDEV': 2.417067686255347}"
TOV,"{'AVG': 15.353658536585366, 'STDEV': 4.196918185089344}"
PF,"{'AVG': 22.134146341463413, 'STDEV': 4.454882728699817}"
