,0
Team_ID,1610612742
Season,1996-97
FGM,"{'AVG': 34.30487804878049, 'STDEV': 4.965781736700601}"
FGA,"{'AVG': 78.6829268292683, 'STDEV': 7.049871811776522}"
FGP,"{'AVG': 0.43634146341463403, 'STDEV': 0.05531932431145901}"
FG3M,"{'AVG': 5.2439024390243905, 'STDEV': 2.598959790063007}"
FG3A,"{'AVG': 16.048780487804876, 'STDEV': 4.070072766129604}"
FG3P,"{'AVG': 0.317680699999529, 'STDEV': 0.11991633140990701}"
FTM,"{'AVG': 16.76829268292683, 'STDEV': 5.19329762857456}"
FTA,"{'AVG': 23.390243902439025, 'STDEV': 23.390243902439025}"
FTP,"{'AVG': 0.716146341463414, 'STDEV': 0.716146341463414}"
OREB,"{'AVG': 12.682926829268293, 'STDEV': 3.596562311946749}"
DREB,"{'AVG': 27.585365853658537, 'STDEV': 4.734822977676224}"
REB,"{'AVG': 40.26829268292683, 'STDEV': 6.3168377392798565}"
AST,"{'AVG': 20.28048780487805, 'STDEV': 4.246347421699662}"
BLK,"{'AVG': 4.2804878048780495, 'STDEV': 2.7047027642717643}"
TOV,"{'AVG': 15.304878048780488, 'STDEV': 3.724092480022362}"
PF,"{'AVG': 21.926829268292682, 'STDEV': 4.650183821681578}"
