,0
Team_ID,1610612761
Season,1996-97
FGM,"{'AVG': 35.329268292682926, 'STDEV': 5.298625207317857}"
FGA,"{'AVG': 80.8780487804878, 'STDEV': 7.797420029003324}"
FGP,"{'AVG': 0.43779268292682905, 'STDEV': 0.057835812265129}"
FG3M,"{'AVG': 7.182926829268292, 'STDEV': 2.667259419215679}"
FG3A,"{'AVG': 19.804878048780488, 'STDEV': 4.787945316658772}"
FG3P,"{'AVG': 0.364988188090116, 'STDEV': 0.109363679969005}"
FTM,"{'AVG': 17.634146341463413, 'STDEV': 5.350694416966071}"
FTA,"{'AVG': 24.48780487804878, 'STDEV': 24.48780487804878}"
FTP,"{'AVG': 0.7242317073170731, 'STDEV': 0.7242317073170731}"
OREB,"{'AVG': 13.841463414634147, 'STDEV': 4.492708804260471}"
DREB,"{'AVG': 27.48780487804878, 'STDEV': 5.446131036809468}"
REB,"{'AVG': 41.329268292682926, 'STDEV': 7.466889675983115}"
AST,"{'AVG': 20.902439024390244, 'STDEV': 5.614376950795056}"
BLK,"{'AVG': 6.304878048780488, 'STDEV': 3.350655083877947}"
TOV,"{'AVG': 15.634146341463415, 'STDEV': 4.476308540657055}"
PF,"{'AVG': 22.963414634146343, 'STDEV': 4.764698174087585}"
