,0
Team_ID,1610612762
Season,1996-97
FGM,"{'AVG': 38.18292682926829, 'STDEV': 4.540974085909425}"
FGA,"{'AVG': 75.8170731707317, 'STDEV': 6.8098114561751295}"
FGP,"{'AVG': 0.505280487804878, 'STDEV': 0.056023424199332005}"
FG3M,"{'AVG': 4.073170731707317, 'STDEV': 2.089246351240041}"
FG3A,"{'AVG': 11, 'STDEV': 3.384788047050626}"
FG3P,"{'AVG': 0.36937910678094105, 'STDEV': 0.159236500356279}"
FTM,"{'AVG': 22.658536585365855, 'STDEV': 6.753544130736504}"
FTA,"{'AVG': 29.463414634146343, 'STDEV': 29.463414634146343}"
FTP,"{'AVG': 0.769158536585365, 'STDEV': 0.769158536585365}"
OREB,"{'AVG': 10.841463414634147, 'STDEV': 4.191318223335263}"
DREB,"{'AVG': 29.390243902439025, 'STDEV': 5.262858673882347}"
REB,"{'AVG': 40.23170731707317, 'STDEV': 7.685642828746136}"
AST,"{'AVG': 26.817073170731707, 'STDEV': 4.42531452123619}"
BLK,"{'AVG': 5.097560975609756, 'STDEV': 2.979807583884707}"
TOV,"{'AVG': 14.853658536585366, 'STDEV': 3.573295851169891}"
PF,"{'AVG': 24.158536585365855, 'STDEV': 4.261424766654325}"
