,0
Team_ID,1610612760
Season,1996-97
FGM,"{'AVG': 36.52439024390244, 'STDEV': 5.613532172417634}"
FGA,"{'AVG': 78.23170731707317, 'STDEV': 7.137622076079221}"
FGP,"{'AVG': 0.466548780487804, 'STDEV': 0.056108174277164004}"
FG3M,"{'AVG': 6.8170731707317085, 'STDEV': 2.378546338825033}"
FG3A,"{'AVG': 19.304878048780488, 'STDEV': 4.072458002542833}"
FG3P,"{'AVG': 0.352074393196428, 'STDEV': 0.094253886481321}"
FTM,"{'AVG': 21.036585365853657, 'STDEV': 6.504405196615483}"
FTA,"{'AVG': 27.98780487804878, 'STDEV': 27.98780487804878}"
FTP,"{'AVG': 0.751463414634146, 'STDEV': 0.751463414634146}"
OREB,"{'AVG': 12.317073170731707, 'STDEV': 3.3513514826129542}"
DREB,"{'AVG': 27.695121951219512, 'STDEV': 4.111678712739621}"
REB,"{'AVG': 40.01219512195122, 'STDEV': 5.217477519372853}"
AST,"{'AVG': 23.548780487804876, 'STDEV': 5.270819832275235}"
BLK,"{'AVG': 4.73170731707317, 'STDEV': 2.12014896103619}"
TOV,"{'AVG': 14.646341463414634, 'STDEV': 3.511434412750676}"
PF,"{'AVG': 21.98780487804878, 'STDEV': 3.60210467434168}"
