,0
Team_ID,1610612746
Season,1996-97
FGM,"{'AVG': 36.451219512195124, 'STDEV': 5.310489129141089}"
FGA,"{'AVG': 81.65853658536585, 'STDEV': 7.445637569720449}"
FGP,"{'AVG': 0.44710975609756104, 'STDEV': 0.056845036504944005}"
FG3M,"{'AVG': 5.7804878048780495, 'STDEV': 2.200024636472057}"
FG3A,"{'AVG': 16.329268292682926, 'STDEV': 5.05049778269987}"
FG3P,"{'AVG': 0.35480674836047005, 'STDEV': 0.09750245192539701}"
FTM,"{'AVG': 18.5, 'STDEV': 6.088341419021103}"
FTA,"{'AVG': 25.29268292682927, 'STDEV': 25.29268292682927}"
FTP,"{'AVG': 0.734987804878048, 'STDEV': 0.734987804878048}"
OREB,"{'AVG': 13.317073170731707, 'STDEV': 3.54121430237153}"
DREB,"{'AVG': 27.341463414634145, 'STDEV': 4.8615892138096335}"
REB,"{'AVG': 40.65853658536585, 'STDEV': 5.875707495503759}"
AST,"{'AVG': 20.26829268292683, 'STDEV': 4.75588986490502}"
BLK,"{'AVG': 5.378048780487805, 'STDEV': 2.51729937546952}"
TOV,"{'AVG': 15.317073170731707, 'STDEV': 3.864616470455477}"
PF,"{'AVG': 23.951219512195124, 'STDEV': 5.028075347914541}"
