,0
Team_ID,1610612763
Season,1996-97
FGM,"{'AVG': 34.3780487804878, 'STDEV': 5.024975262889641}"
FGA,"{'AVG': 78.6951219512195, 'STDEV': 6.388046368389743}"
FGP,"{'AVG': 0.43782926829268204, 'STDEV': 0.060614915834967004}"
FG3M,"{'AVG': 5.426829268292683, 'STDEV': 2.638885323061347}"
FG3A,"{'AVG': 15.536585365853659, 'STDEV': 4.530268904212481}"
FG3P,"{'AVG': 0.34298800601142404, 'STDEV': 0.13650818273564}"
FTM,"{'AVG': 15, 'STDEV': 5.488484015657097}"
FTA,"{'AVG': 21.146341463414632, 'STDEV': 21.146341463414632}"
FTP,"{'AVG': 0.703939024390243, 'STDEV': 0.703939024390243}"
OREB,"{'AVG': 12.475609756097562, 'STDEV': 3.804563892712383}"
DREB,"{'AVG': 26.28048780487805, 'STDEV': 4.876940931109219}"
REB,"{'AVG': 38.75609756097561, 'STDEV': 6.53114282176294}"
AST,"{'AVG': 22.70731707317073, 'STDEV': 4.686433809288328}"
BLK,"{'AVG': 5.658536585365853, 'STDEV': 2.807483439679936}"
TOV,"{'AVG': 14.963414634146341, 'STDEV': 3.853634237742564}"
PF,"{'AVG': 21.402439024390244, 'STDEV': 3.74449309595021}"
