,0
Team_ID,1610612757
Season,1996-97
FGM,"{'AVG': 36.58536585365854, 'STDEV': 5.052688367695148}"
FGA,"{'AVG': 78.84146341463415, 'STDEV': 6.538526870362119}"
FGP,"{'AVG': 0.46496341463414603, 'STDEV': 0.057547928521235005}"
FG3M,"{'AVG': 6.109756097560975, 'STDEV': 2.543479184017487}"
FG3A,"{'AVG': 17.085365853658537, 'STDEV': 3.625020117482517}"
FG3P,"{'AVG': 0.35636703935372305, 'STDEV': 0.12131703833909001}"
FTM,"{'AVG': 19.670731707317074, 'STDEV': 6.012445688877221}"
FTA,"{'AVG': 27.573170731707318, 'STDEV': 27.573170731707318}"
FTP,"{'AVG': 0.7150975609756091, 'STDEV': 0.7150975609756091}"
OREB,"{'AVG': 12.902439024390244, 'STDEV': 3.750258447382259}"
DREB,"{'AVG': 30.414634146341463, 'STDEV': 5.220924707632763}"
REB,"{'AVG': 43.31707317073171, 'STDEV': 6.142099308909444}"
AST,"{'AVG': 20.853658536585368, 'STDEV': 4.817975475698522}"
BLK,"{'AVG': 5.304878048780488, 'STDEV': 2.590052310784208}"
TOV,"{'AVG': 15.963414634146341, 'STDEV': 3.574412226398578}"
PF,"{'AVG': 23.51219512195122, 'STDEV': 4.815725019935236}"
