,0
Team_ID,1610612741
Season,1990-91
FGM,"{'AVG': 44.292682926829265, 'STDEV': 5.930644011576701}"
FGA,"{'AVG': 86.89024390243902, 'STDEV': 8.319256403085014}"
FGP,"{'AVG': 0.510926829268292, 'STDEV': 0.057296237027196}"
FG3M,"{'AVG': 1.890243902439024, 'STDEV': 1.699717460623975}"
FG3A,"{'AVG': 5.170731707317073, 'STDEV': 3.336313031353588}"
FG3P,"{'AVG': 0.34242160278745604, 'STDEV': 0.264839716274333}"
FTM,"{'AVG': 19.573170731707318, 'STDEV': 6.590360502335038}"
FTA,"{'AVG': 25.74390243902439, 'STDEV': 25.74390243902439}"
FTP,"{'AVG': 0.7562439024390241, 'STDEV': 0.7562439024390241}"
OREB,"{'AVG': 14, 'STDEV': 4.408185427750527}"
DREB,"{'AVG': 28.5609756097561, 'STDEV': 4.453040467681063}"
REB,"{'AVG': 42.5609756097561, 'STDEV': 6.210499991751543}"
AST,"{'AVG': 26.975609756097562, 'STDEV': 6.88346670080841}"
BLK,"{'AVG': 5.341463414634147, 'STDEV': 2.16150103420452}"
TOV,"{'AVG': 14, 'STDEV': 3.7383564091690493}"
PF,"{'AVG': 21.353658536585368, 'STDEV': 4.622467811903802}"
