,0
Team_ID,1610612764
Season,1990-91
FGM,"{'AVG': 41.34146341463415, 'STDEV': 5.558264921995841}"
FGA,"{'AVG': 88.63414634146342, 'STDEV': 8.68873571209391}"
FGP,"{'AVG': 0.46812195121951206, 'STDEV': 0.056647140479823006}"
FG3M,"{'AVG': 0.6707317073170731, 'STDEV': 1.1117206999893021}"
FG3A,"{'AVG': 3.463414634146341, 'STDEV': 2.5249135027415113}"
FG3P,"{'AVG': 0.15054684475416102, 'STDEV': 0.213161535404219}"
FTM,"{'AVG': 18.024390243902438, 'STDEV': 6.287309597060284}"
FTA,"{'AVG': 24.73170731707317, 'STDEV': 24.73170731707317}"
FTP,"{'AVG': 0.7299146341463411, 'STDEV': 0.7299146341463411}"
OREB,"{'AVG': 14.304878048780488, 'STDEV': 4.636646895051287}"
DREB,"{'AVG': 29.146341463414632, 'STDEV': 5.055548110420677}"
REB,"{'AVG': 43.451219512195124, 'STDEV': 7.052103160636304}"
AST,"{'AVG': 25.378048780487806, 'STDEV': 5.587994723926296}"
BLK,"{'AVG': 5.7073170731707314, 'STDEV': 2.966844792313918}"
TOV,"{'AVG': 16.170731707317074, 'STDEV': 4.177555780297943}"
PF,"{'AVG': 23.5, 'STDEV': 4.972144630058766}"
