,0
Team_ID,1610612754
Season,1990-91
FGM,"{'AVG': 42.073170731707314, 'STDEV': 5.323556983647788}"
FGA,"{'AVG': 85.29268292682927, 'STDEV': 7.196514596849497}"
FGP,"{'AVG': 0.494170731707317, 'STDEV': 0.056015386968544}"
FG3M,"{'AVG': 3.036585365853658, 'STDEV': 1.868815707057197}"
FG3A,"{'AVG': 9.134146341463415, 'STDEV': 3.416597813658361}"
FG3P,"{'AVG': 0.322916153700813, 'STDEV': 0.15060301059234302}"
FTM,"{'AVG': 24.51219512195122, 'STDEV': 6.490722538559825}"
FTA,"{'AVG': 30.23170731707317, 'STDEV': 30.23170731707317}"
FTP,"{'AVG': 0.8129878048780481, 'STDEV': 0.8129878048780481}"
OREB,"{'AVG': 12.414634146341463, 'STDEV': 4.073252770956349}"
DREB,"{'AVG': 28.975609756097562, 'STDEV': 5.92749527548452}"
REB,"{'AVG': 41.390243902439025, 'STDEV': 7.687983404551941}"
AST,"{'AVG': 26.597560975609756, 'STDEV': 5.868643934678483}"
BLK,"{'AVG': 4.353658536585366, 'STDEV': 2.540399264913517}"
TOV,"{'AVG': 16.182926829268293, 'STDEV': 4.03725872276969}"
PF,"{'AVG': 25.463414634146343, 'STDEV': 4.246116953639022}"
