,0
Team_ID,1610612752
Season,1990-91
FGM,"{'AVG': 40.34146341463415, 'STDEV': 5.087431892819509}"
FGA,"{'AVG': 83.1951219512195, 'STDEV': 7.446001535981119}"
FGP,"{'AVG': 0.485890243902439, 'STDEV': 0.052322600007498006}"
FG3M,"{'AVG': 2.256097560975609, 'STDEV': 1.7055535693781851}"
FG3A,"{'AVG': 6.804878048780488, 'STDEV': 3.210472925395475}"
FG3P,"{'AVG': 0.34907880060319, 'STDEV': 0.24750501368767802}"
FTM,"{'AVG': 20.170731707317074, 'STDEV': 7.353180009228526}"
FTA,"{'AVG': 26.182926829268293, 'STDEV': 26.182926829268293}"
FTP,"{'AVG': 0.767, 'STDEV': 0.767}"
OREB,"{'AVG': 12.841463414634147, 'STDEV': 4.333246472619824}"
DREB,"{'AVG': 29.70731707317073, 'STDEV': 5.851005621866409}"
REB,"{'AVG': 42.548780487804876, 'STDEV': 7.323482338079186}"
AST,"{'AVG': 26.48780487804878, 'STDEV': 4.805459607106428}"
BLK,"{'AVG': 5.097560975609756, 'STDEV': 2.570534632854654}"
TOV,"{'AVG': 16.378048780487806, 'STDEV': 4.482173866048964}"
PF,"{'AVG': 21.51219512195122, 'STDEV': 3.7753060621215813}"
