,0
Team_ID,1610612757
Season,1992-93
FGM,"{'AVG': 40.98780487804878, 'STDEV': 5.100215203493987}"
FGA,"{'AVG': 89.53658536585365, 'STDEV': 8.50736082438769}"
FGP,"{'AVG': 0.45981707317073106, 'STDEV': 0.057510520357772}"
FG3M,"{'AVG': 3.353658536585365, 'STDEV': 1.9140284659280842}"
FG3A,"{'AVG': 10.28048780487805, 'STDEV': 3.611621810874958}"
FG3P,"{'AVG': 0.324502414531108, 'STDEV': 0.14332258431404002}"
FTM,"{'AVG': 23.182926829268293, 'STDEV': 6.642786951905585}"
FTA,"{'AVG': 31.121951219512194, 'STDEV': 31.121951219512194}"
FTP,"{'AVG': 0.748621951219512, 'STDEV': 0.748621951219512}"
OREB,"{'AVG': 14.951219512195122, 'STDEV': 4.948880504469249}"
DREB,"{'AVG': 30.573170731707318, 'STDEV': 5.242350070987926}"
REB,"{'AVG': 45.52439024390244, 'STDEV': 6.790017381668506}"
AST,"{'AVG': 24.01219512195122, 'STDEV': 5.3136068112134}"
BLK,"{'AVG': 5.158536585365853, 'STDEV': 2.263339127222835}"
TOV,"{'AVG': 14.524390243902438, 'STDEV': 3.7159170802191133}"
PF,"{'AVG': 23.073170731707318, 'STDEV': 4.334132370220086}"
