,0
Team_ID,1610612766
Season,1992-93
FGM,"{'AVG': 42.829268292682926, 'STDEV': 4.66879548811537}"
FGA,"{'AVG': 87.92682926829268, 'STDEV': 7.767899262873144}"
FGP,"{'AVG': 0.48857317073170703, 'STDEV': 0.04966580424004}"
FG3M,"{'AVG': 2.134146341463414, 'STDEV': 1.4551924493823951}"
FG3A,"{'AVG': 6.560975609756097, 'STDEV': 2.5967575269398493}"
FG3P,"{'AVG': 0.32510044156385604, 'STDEV': 0.188167069309555}"
FTM,"{'AVG': 22.329268292682926, 'STDEV': 6.196484224295677}"
FTA,"{'AVG': 28.951219512195124, 'STDEV': 28.951219512195124}"
FTP,"{'AVG': 0.770134146341463, 'STDEV': 0.770134146341463}"
OREB,"{'AVG': 13.353658536585366, 'STDEV': 3.716403249989318}"
DREB,"{'AVG': 30.585365853658537, 'STDEV': 5.678530542645509}"
REB,"{'AVG': 43.9390243902439, 'STDEV': 6.905620471627673}"
AST,"{'AVG': 26.353658536585368, 'STDEV': 4.972447421888415}"
BLK,"{'AVG': 5.768292682926829, 'STDEV': 2.794610246849755}"
TOV,"{'AVG': 15.670731707317072, 'STDEV': 4.030914113919701}"
PF,"{'AVG': 21.829268292682926, 'STDEV': 4.042383107325386}"
