,0
Team_ID,1610612765
Season,1992-93
FGM,"{'AVG': 39.84146341463415, 'STDEV': 5.345979248769547}"
FGA,"{'AVG': 87.9390243902439, 'STDEV': 8.282582589088792}"
FGP,"{'AVG': 0.45453658536585306, 'STDEV': 0.05579508255732701}"
FG3M,"{'AVG': 3.560975609756097, 'STDEV': 2.341770781793022}"
FG3A,"{'AVG': 11.073170731707316, 'STDEV': 4.742194334513642}"
FG3P,"{'AVG': 0.314129559842106, 'STDEV': 0.14166378892804102}"
FTM,"{'AVG': 17.390243902439025, 'STDEV': 6.203854034231364}"
FTA,"{'AVG': 23.865853658536587, 'STDEV': 23.865853658536587}"
FTP,"{'AVG': 0.73080487804878, 'STDEV': 0.73080487804878}"
OREB,"{'AVG': 15.768292682926829, 'STDEV': 4.815865704230172}"
DREB,"{'AVG': 28.23170731707317, 'STDEV': 4.571243395935516}"
REB,"{'AVG': 44, 'STDEV': 6.192388796930121}"
AST,"{'AVG': 23.670731707317074, 'STDEV': 5.237695464513209}"
BLK,"{'AVG': 3.036585365853658, 'STDEV': 1.731659604671156}"
TOV,"{'AVG': 13.560975609756097, 'STDEV': 3.884434150048683}"
PF,"{'AVG': 21.304878048780488, 'STDEV': 4.512503956812995}"
