,0
Team_ID,1610612743
Season,1992-93
FGM,"{'AVG': 40.8780487804878, 'STDEV': 5.174463039840705}"
FGA,"{'AVG': 88.8048780487805, 'STDEV': 8.404054025232012}"
FGP,"{'AVG': 0.462012195121951, 'STDEV': 0.05606686790434601}"
FG3M,"{'AVG': 1.682926829268292, 'STDEV': 1.464628624234015}"
FG3A,"{'AVG': 5.536585365853658, 'STDEV': 2.606710816862154}"
FG3P,"{'AVG': 0.29021354661598503, 'STDEV': 0.23279715187162503}"
FTM,"{'AVG': 21.75609756097561, 'STDEV': 6.97360274178569}"
FTA,"{'AVG': 28.78048780487805, 'STDEV': 28.78048780487805}"
FTP,"{'AVG': 0.756182926829268, 'STDEV': 0.756182926829268}"
OREB,"{'AVG': 15.439024390243903, 'STDEV': 4.294980018279766}"
DREB,"{'AVG': 31.26829268292683, 'STDEV': 5.74574191340869}"
REB,"{'AVG': 46.707317073170735, 'STDEV': 7.335837627748624}"
AST,"{'AVG': 21.158536585365855, 'STDEV': 4.782864249021805}"
BLK,"{'AVG': 6.890243902439025, 'STDEV': 3.154483767752141}"
TOV,"{'AVG': 16.682926829268293, 'STDEV': 4.419033045396735}"
PF,"{'AVG': 24.865853658536587, 'STDEV': 4.990762318677344}"
