,0
Team_ID,1610612755
Season,1992-93
FGM,"{'AVG': 39.329268292682926, 'STDEV': 5.7928326895488444}"
FGA,"{'AVG': 86.28048780487805, 'STDEV': 8.393522473443145}"
FGP,"{'AVG': 0.45635365853658505, 'STDEV': 0.05429398073888601}"
FG3M,"{'AVG': 4.024390243902439, 'STDEV': 2.393280767792172}"
FG3A,"{'AVG': 11.475609756097562, 'STDEV': 4.535798920347943}"
FG3P,"{'AVG': 0.353201155261401, 'STDEV': 0.173692617516639}"
FTM,"{'AVG': 21.658536585365855, 'STDEV': 5.896681452560073}"
FTA,"{'AVG': 27.548780487804876, 'STDEV': 27.548780487804876}"
FTP,"{'AVG': 0.7870609756097561, 'STDEV': 0.7870609756097561}"
OREB,"{'AVG': 12.573170731707316, 'STDEV': 4.046124461219156}"
DREB,"{'AVG': 29.646341463414632, 'STDEV': 5.090227750172867}"
REB,"{'AVG': 42.21951219512195, 'STDEV': 6.860199022135307}"
AST,"{'AVG': 24.853658536585368, 'STDEV': 5.44131872001884}"
BLK,"{'AVG': 6.902439024390244, 'STDEV': 3.15684541751148}"
TOV,"{'AVG': 15.939024390243903, 'STDEV': 4.167326054419334}"
PF,"{'AVG': 19.5609756097561, 'STDEV': 4.732596606660352}"
