,0
Team_ID,1610612750
Season,1992-93
FGM,"{'AVG': 37.109756097560975, 'STDEV': 4.594699301170016}"
FGA,"{'AVG': 79.6219512195122, 'STDEV': 7.536971006193958}"
FGP,"{'AVG': 0.46768292682926804, 'STDEV': 0.053526012609719}"
FG3M,"{'AVG': 2.024390243902439, 'STDEV': 1.625230162283936}"
FG3A,"{'AVG': 6.939024390243903, 'STDEV': 2.932775877062}"
FG3P,"{'AVG': 0.268515664552249, 'STDEV': 0.18980306767666902}"
FTM,"{'AVG': 21.878048780487806, 'STDEV': 7.531645572823254}"
FTA,"{'AVG': 27.402439024390244, 'STDEV': 27.402439024390244}"
FTP,"{'AVG': 0.794, 'STDEV': 0.794}"
OREB,"{'AVG': 11.463414634146341, 'STDEV': 3.621592044538858}"
DREB,"{'AVG': 26.902439024390244, 'STDEV': 4.83201707772706}"
REB,"{'AVG': 38.36585365853659, 'STDEV': 5.972182832163539}"
AST,"{'AVG': 24.402439024390244, 'STDEV': 4.302912467865529}"
BLK,"{'AVG': 5.524390243902439, 'STDEV': 2.559058515900892}"
TOV,"{'AVG': 16.524390243902438, 'STDEV': 4.408817231037568}"
PF,"{'AVG': 24.70731707317073, 'STDEV': 4.465195459418997}"
