,0
Team_ID,1610612753
Season,1992-93
FGM,"{'AVG': 39.71951219512195, 'STDEV': 5.072984341536949}"
FGA,"{'AVG': 81.8048780487805, 'STDEV': 7.32059335177015}"
FGP,"{'AVG': 0.48706097560975603, 'STDEV': 0.059838124756254}"
FG3M,"{'AVG': 3.865853658536585, 'STDEV': 2.566460766738637}"
FG3A,"{'AVG': 10.841463414634147, 'STDEV': 4.194262725114744}"
FG3P,"{'AVG': 0.34402912912903005, 'STDEV': 0.176170772470107}"
FTM,"{'AVG': 22.20731707317073, 'STDEV': 8.05189618780639}"
FTA,"{'AVG': 30.426829268292682, 'STDEV': 30.426829268292682}"
FTP,"{'AVG': 0.7240243902439021, 'STDEV': 0.7240243902439021}"
OREB,"{'AVG': 12.682926829268293, 'STDEV': 4.471799286503977}"
DREB,"{'AVG': 31.29268292682927, 'STDEV': 5.124349533856664}"
REB,"{'AVG': 43.97560975609756, 'STDEV': 7.5864980938052735}"
AST,"{'AVG': 23.804878048780488, 'STDEV': 4.816225212091547}"
BLK,"{'AVG': 5.695121951219512, 'STDEV': 2.512629945734857}"
TOV,"{'AVG': 16.9390243902439, 'STDEV': 3.255944462836672}"
PF,"{'AVG': 23.475609756097562, 'STDEV': 4.664617565354608}"
