,0
Team_ID,1610612748
Season,1992-93
FGM,"{'AVG': 38.13414634146341, 'STDEV': 5.447305812995548}"
FGA,"{'AVG': 83.53658536585365, 'STDEV': 8.703901667971044}"
FGP,"{'AVG': 0.45792682926829203, 'STDEV': 0.056950439898539006}"
FG3M,"{'AVG': 4.060975609756097, 'STDEV': 2.4461991730968062}"
FG3A,"{'AVG': 11.463414634146341, 'STDEV': 4.037463823027066}"
FG3P,"{'AVG': 0.34477941795675604, 'STDEV': 0.14758338288130501}"
FTM,"{'AVG': 23.26829268292683, 'STDEV': 7.825328897734815}"
FTA,"{'AVG': 30.195121951219512, 'STDEV': 30.195121951219512}"
FTP,"{'AVG': 0.770670731707317, 'STDEV': 0.770670731707317}"
OREB,"{'AVG': 13.829268292682928, 'STDEV': 4.493630273870058}"
DREB,"{'AVG': 29.073170731707318, 'STDEV': 5.227610666368794}"
REB,"{'AVG': 42.90243902439025, 'STDEV': 7.066893350832355}"
AST,"{'AVG': 20.585365853658537, 'STDEV': 5.025739229483584}"
BLK,"{'AVG': 4.256097560975609, 'STDEV': 2.366489172320471}"
TOV,"{'AVG': 15.097560975609756, 'STDEV': 4.459999878474119}"
PF,"{'AVG': 24.524390243902438, 'STDEV': 5.101986080859723}"
