,0
Team_ID,1610612739
Season,1992-93
FGM,"{'AVG': 41.76829268292683, 'STDEV': 5.905215900105548}"
FGA,"{'AVG': 83.98780487804878, 'STDEV': 7.30042092890781}"
FGP,"{'AVG': 0.49784146341463403, 'STDEV': 0.059868058532074005}"
FG3M,"{'AVG': 3.451219512195122, 'STDEV': 2.007101214326982}"
FG3A,"{'AVG': 9.048780487804878, 'STDEV': 3.527326966906587}"
FG3P,"{'AVG': 0.389163897834988, 'STDEV': 0.197031778008971}"
FTM,"{'AVG': 20.71951219512195, 'STDEV': 6.941153691852927}"
FTA,"{'AVG': 25.841463414634145, 'STDEV': 25.841463414634145}"
FTP,"{'AVG': 0.798, 'STDEV': 0.798}"
OREB,"{'AVG': 11.329268292682928, 'STDEV': 3.671898214143689}"
DREB,"{'AVG': 30.4390243902439, 'STDEV': 5.4025544049239524}"
REB,"{'AVG': 41.76829268292683, 'STDEV': 6.878664061524145}"
AST,"{'AVG': 28.646341463414632, 'STDEV': 7.583887975190223}"
BLK,"{'AVG': 6.524390243902439, 'STDEV': 2.936469744757972}"
TOV,"{'AVG': 13.329268292682928, 'STDEV': 3.5971692507426463}"
PF,"{'AVG': 19.26829268292683, 'STDEV': 4.148623988709858}"
