,0
Team_ID,1610612747
Season,1992-93
FGM,"{'AVG': 40.353658536585364, 'STDEV': 5.229007297189595}"
FGA,"{'AVG': 85.29268292682927, 'STDEV': 8.129336912624803}"
FGP,"{'AVG': 0.47447560975609704, 'STDEV': 0.055148559322094004}"
FG3M,"{'AVG': 2.280487804878048, 'STDEV': 1.72329278728649}"
FG3A,"{'AVG': 7.634146341463414, 'STDEV': 3.945656136650805}"
FG3P,"{'AVG': 0.28492077824932904, 'STDEV': 0.1840633773368}"
FTM,"{'AVG': 21.23170731707317, 'STDEV': 6.057948111422426}"
FTA,"{'AVG': 28.097560975609756, 'STDEV': 28.097560975609756}"
FTP,"{'AVG': 0.762670731707317, 'STDEV': 0.762670731707317}"
OREB,"{'AVG': 13.451219512195122, 'STDEV': 3.685649310516181}"
DREB,"{'AVG': 27.902439024390244, 'STDEV': 4.561269468350093}"
REB,"{'AVG': 41.353658536585364, 'STDEV': 5.382578094527905}"
AST,"{'AVG': 24.548780487804876, 'STDEV': 5.470803401005567}"
BLK,"{'AVG': 5.170731707317073, 'STDEV': 2.738860166848635}"
TOV,"{'AVG': 15, 'STDEV': 3.6784323016104112}"
PF,"{'AVG': 21.682926829268293, 'STDEV': 3.9090842247336433}"
