,0
Team_ID,1610612744
Season,1992-93
FGM,"{'AVG': 42.36585365853659, 'STDEV': 5.482885144628144}"
FGA,"{'AVG': 87.95121951219512, 'STDEV': 8.496771266264586}"
FGP,"{'AVG': 0.48274390243902404, 'STDEV': 0.053334678449613}"
FG3M,"{'AVG': 3.6341463414634143, 'STDEV': 2.045846108412711}"
FG3A,"{'AVG': 10.390243902439025, 'STDEV': 3.551233823359458}"
FG3P,"{'AVG': 0.34555142768916003, 'STDEV': 0.147930621972847}"
FTM,"{'AVG': 21.5609756097561, 'STDEV': 6.817004086506561}"
FTA,"{'AVG': 30.0609756097561, 'STDEV': 30.0609756097561}"
FTP,"{'AVG': 0.7181585365853651, 'STDEV': 0.7181585365853651}"
OREB,"{'AVG': 14.865853658536585, 'STDEV': 3.927623586858621}"
DREB,"{'AVG': 29.073170731707318, 'STDEV': 5.3697379934815235}"
REB,"{'AVG': 43.9390243902439, 'STDEV': 6.79750782395149}"
AST,"{'AVG': 24.51219512195122, 'STDEV': 5.109284462088973}"
BLK,"{'AVG': 4.670731707317073, 'STDEV': 2.7979484461614543}"
TOV,"{'AVG': 17.134146341463413, 'STDEV': 3.69772100357708}"
PF,"{'AVG': 25.073170731707318, 'STDEV': 4.739590251094349}"
