,0
Team_ID,1610612742
Season,1992-93
FGM,"{'AVG': 38.58536585365854, 'STDEV': 4.48578335785785}"
FGA,"{'AVG': 88.67073170731707, 'STDEV': 8.425497571926407}"
FGP,"{'AVG': 0.43712195121951203, 'STDEV': 0.052085729484176}"
FG3M,"{'AVG': 3.451219512195122, 'STDEV': 2.043674003529181}"
FG3A,"{'AVG': 10.207317073170731, 'STDEV': 3.7964824683898293}"
FG3P,"{'AVG': 0.33518957696636403, 'STDEV': 0.164951664808855}"
FTM,"{'AVG': 18.658536585365855, 'STDEV': 6.32107881125929}"
FTA,"{'AVG': 26.475609756097562, 'STDEV': 26.475609756097562}"
FTP,"{'AVG': 0.7019512195121951, 'STDEV': 0.7019512195121951}"
OREB,"{'AVG': 15.048780487804878, 'STDEV': 4.578269765968902}"
DREB,"{'AVG': 27.621951219512194, 'STDEV': 4.893029165797418}"
REB,"{'AVG': 42.670731707317074, 'STDEV': 6.433045240236762}"
AST,"{'AVG': 20.524390243902438, 'STDEV': 3.9666063168645893}"
BLK,"{'AVG': 4.329268292682927, 'STDEV': 2.378166520915736}"
TOV,"{'AVG': 17.26829268292683, 'STDEV': 3.887456182081043}"
PF,"{'AVG': 28.073170731707318, 'STDEV': 4.7160887953945885}"
