,0
Team_ID,1610612766
Season,2007-08
FGM,"{'AVG': 36.09756097560975, 'STDEV': 4.384624527747215}"
FGA,"{'AVG': 79.92682926829268, 'STDEV': 6.791026191668157}"
FGP,"{'AVG': 0.452951219512195, 'STDEV': 0.05421582440375101}"
FG3M,"{'AVG': 6.451219512195122, 'STDEV': 2.606508657825306}"
FG3A,"{'AVG': 17.597560975609756, 'STDEV': 4.245141758012186}"
FG3P,"{'AVG': 0.36248244303978405, 'STDEV': 0.11221926154030701}"
FTM,"{'AVG': 18.414634146341463, 'STDEV': 6.192291543189538}"
FTA,"{'AVG': 25.79268292682927, 'STDEV': 25.79268292682927}"
FTP,"{'AVG': 0.7152317073170731, 'STDEV': 0.7152317073170731}"
OREB,"{'AVG': 10.878048780487806, 'STDEV': 3.6494215469332563}"
DREB,"{'AVG': 29.75609756097561, 'STDEV': 5.107634024056312}"
REB,"{'AVG': 40.63414634146341, 'STDEV': 6.710066502811052}"
AST,"{'AVG': 21.317073170731707, 'STDEV': 4.561995580181144}"
BLK,"{'AVG': 4.902439024390244, 'STDEV': 2.225607178064199}"
TOV,"{'AVG': 13.841463414634147, 'STDEV': 3.335071814042064}"
PF,"{'AVG': 21.670731707317074, 'STDEV': 4.085671675286879}"
