,0
Team_ID,1610612739
Season,2007-08
FGM,"{'AVG': 35.81707317073171, 'STDEV': 4.810297721287057}"
FGA,"{'AVG': 81.67073170731707, 'STDEV': 6.148481450679721}"
FGP,"{'AVG': 0.439, 'STDEV': 0.052423253722600004}"
FG3M,"{'AVG': 6.73170731707317, 'STDEV': 3.107334137833157}"
FG3A,"{'AVG': 18.829268292682926, 'STDEV': 5.134739773777667}"
FG3P,"{'AVG': 0.346825852209381, 'STDEV': 0.105729637978747}"
FTM,"{'AVG': 18.01219512195122, 'STDEV': 5.294986919717169}"
FTA,"{'AVG': 25.134146341463413, 'STDEV': 25.134146341463413}"
FTP,"{'AVG': 0.7178414634146341, 'STDEV': 0.7178414634146341}"
OREB,"{'AVG': 13.317073170731707, 'STDEV': 3.5862496273463282}"
DREB,"{'AVG': 31.25609756097561, 'STDEV': 5.144362791792023}"
REB,"{'AVG': 44.573170731707314, 'STDEV': 6.012395606865351}"
AST,"{'AVG': 20, 'STDEV': 4.799691348101151}"
BLK,"{'AVG': 5.2073170731707314, 'STDEV': 2.580734917235445}"
TOV,"{'AVG': 13.182926829268293, 'STDEV': 3.2965677953210433}"
PF,"{'AVG': 20.878048780487806, 'STDEV': 4.584973427504724}"
