,0
Team_ID,1610612737
Season,2007-08
FGM,"{'AVG': 36.28048780487805, 'STDEV': 5.202739995695769}"
FGA,"{'AVG': 79.90243902439025, 'STDEV': 6.93285211310338}"
FGP,"{'AVG': 0.45463414634146304, 'STDEV': 0.05751833034612001}"
FG3M,"{'AVG': 4.682926829268292, 'STDEV': 2.614669201183389}"
FG3A,"{'AVG': 13.146341463414634, 'STDEV': 4.234257557960834}"
FG3P,"{'AVG': 0.34335905262161603, 'STDEV': 0.166738555649827}"
FTM,"{'AVG': 20.975609756097562, 'STDEV': 5.566601484994516}"
FTA,"{'AVG': 27.158536585365855, 'STDEV': 27.158536585365855}"
FTP,"{'AVG': 0.770951219512195, 'STDEV': 0.770951219512195}"
OREB,"{'AVG': 12.292682926829269, 'STDEV': 3.529375158485498}"
DREB,"{'AVG': 29.926829268292682, 'STDEV': 4.488065072383377}"
REB,"{'AVG': 42.21951219512195, 'STDEV': 5.933841822247571}"
AST,"{'AVG': 22, 'STDEV': 5.619630496178574}"
BLK,"{'AVG': 5.463414634146342, 'STDEV': 2.4302371065098303}"
TOV,"{'AVG': 14.268292682926829, 'STDEV': 3.40315315113341}"
PF,"{'AVG': 20.402439024390244, 'STDEV': 4.46622373729135}"
