,0
Team_ID,1610612754
Season,2007-08
FGM,"{'AVG': 37.829268292682926, 'STDEV': 4.752659757087241}"
FGA,"{'AVG': 85.28048780487805, 'STDEV': 6.602046802418998}"
FGP,"{'AVG': 0.44404878048780405, 'STDEV': 0.048923952688254}"
FG3M,"{'AVG': 9.207317073170731, 'STDEV': 2.818535671287875}"
FG3A,"{'AVG': 24.646341463414632, 'STDEV': 5.107177112143534}"
FG3P,"{'AVG': 0.37674029520713903, 'STDEV': 0.10009607598704201}"
FTM,"{'AVG': 19.121951219512194, 'STDEV': 6.309683414222503}"
FTA,"{'AVG': 24.902439024390244, 'STDEV': 24.902439024390244}"
FTP,"{'AVG': 0.7670975609756091, 'STDEV': 0.7670975609756091}"
OREB,"{'AVG': 11.024390243902438, 'STDEV': 3.204840512416663}"
DREB,"{'AVG': 32.109756097560975, 'STDEV': 4.921622982236992}"
REB,"{'AVG': 43.13414634146341, 'STDEV': 6.052776518529166}"
AST,"{'AVG': 22.73170731707317, 'STDEV': 4.909172016601962}"
BLK,"{'AVG': 5.024390243902439, 'STDEV': 2.494317540726865}"
TOV,"{'AVG': 14.71951219512195, 'STDEV': 4.5195716781759785}"
PF,"{'AVG': 23.426829268292682, 'STDEV': 4.239818560655744}"
