,0
Team_ID,1610612751
Season,2007-08
FGM,"{'AVG': 34.829268292682926, 'STDEV': 5.062095594086859}"
FGA,"{'AVG': 78.65853658536585, 'STDEV': 6.50207851325037}"
FGP,"{'AVG': 0.443439024390243, 'STDEV': 0.058188730307843}"
FG3M,"{'AVG': 6.073170731707317, 'STDEV': 2.756722368575478}"
FG3A,"{'AVG': 17.4390243902439, 'STDEV': 4.433591084057295}"
FG3P,"{'AVG': 0.34175572752789, 'STDEV': 0.12184306168244301}"
FTM,"{'AVG': 20.085365853658537, 'STDEV': 6.554992856287497}"
FTA,"{'AVG': 27.28048780487805, 'STDEV': 27.28048780487805}"
FTP,"{'AVG': 0.741292682926829, 'STDEV': 0.741292682926829}"
OREB,"{'AVG': 11.134146341463415, 'STDEV': 4.256475662415978}"
DREB,"{'AVG': 30.73170731707317, 'STDEV': 5.251804582243065}"
REB,"{'AVG': 41.86585365853659, 'STDEV': 6.809148158542774}"
AST,"{'AVG': 23.475609756097562, 'STDEV': 5.019039330035864}"
BLK,"{'AVG': 4.7560975609756095, 'STDEV': 2.087948816894055}"
TOV,"{'AVG': 14.365853658536585, 'STDEV': 3.368379451081473}"
PF,"{'AVG': 22.621951219512194, 'STDEV': 4.5041551293988356}"
