,0
Team_ID,1610612765
Season,2007-08
FGM,"{'AVG': 36.573170731707314, 'STDEV': 5.335718188564194}"
FGA,"{'AVG': 79.89024390243902, 'STDEV': 6.242044017789692}"
FGP,"{'AVG': 0.458231707317073, 'STDEV': 0.05935024702341501}"
FG3M,"{'AVG': 5.939024390243903, 'STDEV': 2.4562721979676603}"
FG3A,"{'AVG': 16.21951219512195, 'STDEV': 3.956630285470052}"
FG3P,"{'AVG': 0.366336559027508, 'STDEV': 0.12759070283304802}"
FTM,"{'AVG': 18.378048780487806, 'STDEV': 5.396936131040404}"
FTA,"{'AVG': 23.963414634146343, 'STDEV': 23.963414634146343}"
FTP,"{'AVG': 0.769182926829268, 'STDEV': 0.769182926829268}"
OREB,"{'AVG': 11.878048780487806, 'STDEV': 3.364264797429108}"
DREB,"{'AVG': 29.548780487804876, 'STDEV': 4.530152585183712}"
REB,"{'AVG': 41.426829268292686, 'STDEV': 5.256461016209981}"
AST,"{'AVG': 22.329268292682926, 'STDEV': 5.663517377710093}"
BLK,"{'AVG': 5.7560975609756095, 'STDEV': 2.650697441926549}"
TOV,"{'AVG': 11.097560975609756, 'STDEV': 2.7198845114260513}"
PF,"{'AVG': 20.585365853658537, 'STDEV': 3.9843868729564322}"
