,0
Team_ID,1610612741
Season,2007-08
FGM,"{'AVG': 36.426829268292686, 'STDEV': 6.390638384241838}"
FGA,"{'AVG': 83.67073170731707, 'STDEV': 7.8221825725775105}"
FGP,"{'AVG': 0.43554878048780404, 'STDEV': 0.06421956019839001}"
FG3M,"{'AVG': 5.7804878048780495, 'STDEV': 2.314870821364019}"
FG3A,"{'AVG': 15.914634146341463, 'STDEV': 4.249041197619358}"
FG3P,"{'AVG': 0.36588792969148504, 'STDEV': 0.12009619514075401}"
FTM,"{'AVG': 18.695121951219512, 'STDEV': 6.251299172409602}"
FTA,"{'AVG': 24.74390243902439, 'STDEV': 24.74390243902439}"
FTP,"{'AVG': 0.7559634146341461, 'STDEV': 0.7559634146341461}"
OREB,"{'AVG': 12.804878048780488, 'STDEV': 4.338854102550107}"
DREB,"{'AVG': 30.21951219512195, 'STDEV': 4.789454440036231}"
REB,"{'AVG': 43.02439024390244, 'STDEV': 6.06747167991498}"
AST,"{'AVG': 22.085365853658537, 'STDEV': 5.411923779978901}"
BLK,"{'AVG': 5.23170731707317, 'STDEV': 2.471061053089127}"
TOV,"{'AVG': 14.085365853658537, 'STDEV': 3.729102164183545}"
PF,"{'AVG': 21.75609756097561, 'STDEV': 4.43766420488331}"
