,0
Team_ID,1610612742
Season,2007-08
FGM,"{'AVG': 36.890243902439025, 'STDEV': 4.65078274989176}"
FGA,"{'AVG': 79.45121951219512, 'STDEV': 6.515228957678509}"
FGP,"{'AVG': 0.46573170731707303, 'STDEV': 0.058964322500248}"
FG3M,"{'AVG': 6.024390243902439, 'STDEV': 2.429121721869188}"
FG3A,"{'AVG': 17.109756097560975, 'STDEV': 4.402597711175057}"
FG3P,"{'AVG': 0.35587404563483804, 'STDEV': 0.129791633894076}"
FTM,"{'AVG': 20.609756097560975, 'STDEV': 5.753702184564827}"
FTA,"{'AVG': 25.304878048780488, 'STDEV': 25.304878048780488}"
FTP,"{'AVG': 0.8127560975609751, 'STDEV': 0.8127560975609751}"
OREB,"{'AVG': 10.768292682926829, 'STDEV': 3.632156725855916}"
DREB,"{'AVG': 32.23170731707317, 'STDEV': 4.892167538210553}"
REB,"{'AVG': 43, 'STDEV': 5.702501075713929}"
AST,"{'AVG': 20.975609756097562, 'STDEV': 5.497419394040964}"
BLK,"{'AVG': 4.902439024390244, 'STDEV': 2.603936981740927}"
TOV,"{'AVG': 12.048780487804878, 'STDEV': 3.453044600486345}"
PF,"{'AVG': 21.78048780487805, 'STDEV': 4.311982701824892}"
