,0
Team_ID,1610612743
Season,2007-08
FGM,"{'AVG': 40.329268292682926, 'STDEV': 5.973304559389982}"
FGA,"{'AVG': 85.82926829268293, 'STDEV': 7.533964047751316}"
FGP,"{'AVG': 0.470341463414634, 'STDEV': 0.059257175324694}"
FG3M,"{'AVG': 6.939024390243903, 'STDEV': 2.949566032008022}"
FG3A,"{'AVG': 19.573170731707318, 'STDEV': 5.108768757480064}"
FG3P,"{'AVG': 0.35149710229743203, 'STDEV': 0.11125371257241001}"
FTM,"{'AVG': 23.0609756097561, 'STDEV': 6.171114634047748}"
FTA,"{'AVG': 30.71951219512195, 'STDEV': 30.71951219512195}"
FTP,"{'AVG': 0.7524512195121951, 'STDEV': 0.7524512195121951}"
OREB,"{'AVG': 11.195121951219512, 'STDEV': 4.609274130450005}"
DREB,"{'AVG': 32.90243902439025, 'STDEV': 6.04430097071871}"
REB,"{'AVG': 44.09756097560975, 'STDEV': 7.312444586427265}"
AST,"{'AVG': 24.682926829268293, 'STDEV': 6.156153297854003}"
BLK,"{'AVG': 6.719512195121951, 'STDEV': 3.289618501067485}"
TOV,"{'AVG': 14.402439024390244, 'STDEV': 3.767501566262664}"
PF,"{'AVG': 21.109756097560975, 'STDEV': 3.893667215392402}"
