,0
Team_ID,1610612758
Season,2007-08
FGM,"{'AVG': 37.109756097560975, 'STDEV': 4.781667919034668}"
FGA,"{'AVG': 79.97560975609755, 'STDEV': 7.240107102672947}"
FGP,"{'AVG': 0.46465853658536505, 'STDEV': 0.049903912489729}"
FG3M,"{'AVG': 6.219512195121951, 'STDEV': 2.671405004371352}"
FG3A,"{'AVG': 16.670731707317074, 'STDEV': 4.39150380061706}"
FG3P,"{'AVG': 0.37389501539247505, 'STDEV': 0.12445173798164301}"
FTM,"{'AVG': 22.097560975609756, 'STDEV': 7.339407847910107}"
FTA,"{'AVG': 27.70731707317073, 'STDEV': 27.70731707317073}"
FTP,"{'AVG': 0.796585365853658, 'STDEV': 0.796585365853658}"
OREB,"{'AVG': 10.109756097560975, 'STDEV': 3.417479027403114}"
DREB,"{'AVG': 29.951219512195124, 'STDEV': 5.349287339229336}"
REB,"{'AVG': 40.0609756097561, 'STDEV': 6.412463868404663}"
AST,"{'AVG': 19.109756097560975, 'STDEV': 4.5893222759055465}"
BLK,"{'AVG': 4.073170731707317, 'STDEV': 2.29212547759906}"
TOV,"{'AVG': 15.341463414634147, 'STDEV': 3.74238160189478}"
PF,"{'AVG': 22.426829268292682, 'STDEV': 3.874673981681294}"
