,0
Team_ID,1610612755
Season,2007-08
FGM,"{'AVG': 37.26829268292683, 'STDEV': 5.331130981593752}"
FGA,"{'AVG': 81.07317073170732, 'STDEV': 6.535336971305726}"
FGP,"{'AVG': 0.460487804878048, 'STDEV': 0.060635980009109004}"
FG3M,"{'AVG': 3.6829268292682933, 'STDEV': 2.083906876787721}"
FG3A,"{'AVG': 11.609756097560975, 'STDEV': 3.940157600285275}"
FG3P,"{'AVG': 0.322560527309451, 'STDEV': 0.14471177291013002}"
FTM,"{'AVG': 18.402439024390244, 'STDEV': 6.097681721177261}"
FTA,"{'AVG': 26.0609756097561, 'STDEV': 26.0609756097561}"
FTP,"{'AVG': 0.701475609756097, 'STDEV': 0.701475609756097}"
OREB,"{'AVG': 13.012195121951219, 'STDEV': 3.8793339839447}"
DREB,"{'AVG': 28.902439024390244, 'STDEV': 4.4682964304154265}"
REB,"{'AVG': 41.91463414634146, 'STDEV': 5.683420156852163}"
AST,"{'AVG': 20.402439024390244, 'STDEV': 4.830100466960023}"
BLK,"{'AVG': 4.878048780487805, 'STDEV': 2.3850886770917112}"
TOV,"{'AVG': 13.560975609756097, 'STDEV': 3.9066185086641463}"
PF,"{'AVG': 19.75609756097561, 'STDEV': 3.305666573709028}"
