,0
Team_ID,1610612760
Season,2012-13
FGM,"{'AVG': 38.1219512195122, 'STDEV': 4.77232309789242}"
FGA,"{'AVG': 79.3170731707317, 'STDEV': 6.967079641809808}"
FGP,"{'AVG': 0.48141463414634106, 'STDEV': 0.051096604516096}"
FG3M,"{'AVG': 7.292682926829268, 'STDEV': 2.975155582104841}"
FG3A,"{'AVG': 19.365853658536587, 'STDEV': 4.829212023554488}"
FG3P,"{'AVG': 0.37655933432168304, 'STDEV': 0.120235433686073}"
FTM,"{'AVG': 22.182926829268293, 'STDEV': 6.047401337173808}"
FTA,"{'AVG': 26.78048780487805, 'STDEV': 26.78048780487805}"
FTP,"{'AVG': 0.8289268292682921, 'STDEV': 0.8289268292682921}"
OREB,"{'AVG': 10.414634146341463, 'STDEV': 3.380960560098726}"
DREB,"{'AVG': 33.23170731707317, 'STDEV': 5.006905800098192}"
REB,"{'AVG': 43.646341463414636, 'STDEV': 5.55860349994651}"
AST,"{'AVG': 21.378048780487806, 'STDEV': 4.625853925579683}"
BLK,"{'AVG': 7.609756097560975, 'STDEV': 3.0982117405303162}"
TOV,"{'AVG': 14.646341463414634, 'STDEV': 4.098695821541142}"
PF,"{'AVG': 20.170731707317074, 'STDEV': 4.09999963278764}"
