,0
Team_ID,1610612751
Season,2012-13
FGM,"{'AVG': 35.8780487804878, 'STDEV': 4.6597574352766244}"
FGA,"{'AVG': 79.8048780487805, 'STDEV': 6.9111450952902285}"
FGP,"{'AVG': 0.450012195121951, 'STDEV': 0.047958442375894}"
FG3M,"{'AVG': 7.658536585365853, 'STDEV': 2.9280234440264383}"
FG3A,"{'AVG': 21.463414634146343, 'STDEV': 5.067921681679291}"
FG3P,"{'AVG': 0.35637362328822203, 'STDEV': 0.10016311267383901}"
FTM,"{'AVG': 17.463414634146343, 'STDEV': 5.207295741271774}"
FTA,"{'AVG': 23.878048780487806, 'STDEV': 23.878048780487806}"
FTP,"{'AVG': 0.7321463414634141, 'STDEV': 0.7321463414634141}"
OREB,"{'AVG': 12.768292682926829, 'STDEV': 3.919872700401533}"
DREB,"{'AVG': 30, 'STDEV': 5.277485372016852}"
REB,"{'AVG': 42.76829268292683, 'STDEV': 6.775589410811167}"
AST,"{'AVG': 20.341463414634145, 'STDEV': 4.391966606371739}"
BLK,"{'AVG': 4.768292682926829, 'STDEV': 2.48103314047663}"
TOV,"{'AVG': 13.902439024390244, 'STDEV': 3.84132743291344}"
PF,"{'AVG': 18.29268292682927, 'STDEV': 3.6293991778324113}"
