,0
Team_ID,1610612747
Season,2012-13
FGM,"{'AVG': 37.08536585365854, 'STDEV': 4.565574942529875}"
FGA,"{'AVG': 80.97560975609755, 'STDEV': 7.473369362182452}"
FGP,"{'AVG': 0.45963414634146305, 'STDEV': 0.054492385286391005}"
FG3M,"{'AVG': 8.71951219512195, 'STDEV': 3.155533608076658}"
FG3A,"{'AVG': 24.573170731707318, 'STDEV': 5.319497070363131}"
FG3P,"{'AVG': 0.353442760709179, 'STDEV': 0.09938643254262901}"
FTM,"{'AVG': 19.317073170731707, 'STDEV': 5.803102722204432}"
FTA,"{'AVG': 27.914634146341463, 'STDEV': 27.914634146341463}"
FTP,"{'AVG': 0.696353658536585, 'STDEV': 0.696353658536585}"
OREB,"{'AVG': 11.487804878048781, 'STDEV': 3.932278271676845}"
DREB,"{'AVG': 33.31707317073171, 'STDEV': 5.072019708213472}"
REB,"{'AVG': 44.80487804878049, 'STDEV': 6.530912295923369}"
AST,"{'AVG': 22.170731707317074, 'STDEV': 5.445135734001337}"
BLK,"{'AVG': 5.23170731707317, 'STDEV': 2.540043649317788}"
TOV,"{'AVG': 14.646341463414634, 'STDEV': 3.6153716787891153}"
PF,"{'AVG': 17.890243902439025, 'STDEV': 3.7777977043950792}"
