,0
Team_ID,1610612739
Season,2012-13
FGM,"{'AVG': 36.5, 'STDEV': 4.025382429497066}"
FGA,"{'AVG': 84.15853658536585, 'STDEV': 5.6403955561209695}"
FGP,"{'AVG': 0.43482926829268204, 'STDEV': 0.048464013600534005}"
FG3M,"{'AVG': 6.670731707317073, 'STDEV': 2.67616308186004}"
FG3A,"{'AVG': 19.28048780487805, 'STDEV': 4.999442907838666}"
FG3P,"{'AVG': 0.343959302112581, 'STDEV': 0.10026786403988701}"
FTM,"{'AVG': 16.829268292682926, 'STDEV': 5.265318341351485}"
FTA,"{'AVG': 22.26829268292683, 'STDEV': 22.26829268292683}"
FTP,"{'AVG': 0.7553536585365851, 'STDEV': 0.7553536585365851}"
OREB,"{'AVG': 12.24390243902439, 'STDEV': 3.720351024224833}"
DREB,"{'AVG': 28.76829268292683, 'STDEV': 5.252392236836033}"
REB,"{'AVG': 41.01219512195122, 'STDEV': 6.346952029141454}"
AST,"{'AVG': 20.658536585365855, 'STDEV': 4.231625529521932}"
BLK,"{'AVG': 4.073170731707317, 'STDEV': 2.318899738061604}"
TOV,"{'AVG': 13.414634146341463, 'STDEV': 3.520491055507179}"
PF,"{'AVG': 21.182926829268293, 'STDEV': 4.589650323646168}"
