,0
Team_ID,1610612761
Season,2012-13
FGM,"{'AVG': 36.329268292682926, 'STDEV': 5.120896136007091}"
FGA,"{'AVG': 81.52439024390245, 'STDEV': 7.591785049702823}"
FGP,"{'AVG': 0.44579268292682905, 'STDEV': 0.049503893799932}"
FG3M,"{'AVG': 6.963414634146342, 'STDEV': 3.120798892461769}"
FG3A,"{'AVG': 20.304878048780488, 'STDEV': 5.872490847193922}"
FG3P,"{'AVG': 0.336557595303619, 'STDEV': 0.10836499513818001}"
FTM,"{'AVG': 17.585365853658537, 'STDEV': 5.3953597335694035}"
FTA,"{'AVG': 22.329268292682926, 'STDEV': 22.329268292682926}"
FTP,"{'AVG': 0.78530487804878, 'STDEV': 0.78530487804878}"
OREB,"{'AVG': 10.621951219512194, 'STDEV': 3.760221440492794}"
DREB,"{'AVG': 29.585365853658537, 'STDEV': 4.7660093292215695}"
REB,"{'AVG': 40.207317073170735, 'STDEV': 5.859966301841441}"
AST,"{'AVG': 21.524390243902438, 'STDEV': 5.183605708589906}"
BLK,"{'AVG': 4.7804878048780495, 'STDEV': 2.479667392291283}"
TOV,"{'AVG': 13.21951219512195, 'STDEV': 3.197315194106882}"
PF,"{'AVG': 22.390243902439025, 'STDEV': 4.017726454812858}"
