,0
Team_ID,1610612741
Season,2012-13
FGM,"{'AVG': 35.68292682926829, 'STDEV': 4.510284677392676}"
FGA,"{'AVG': 81.6829268292683, 'STDEV': 6.673844374520632}"
FGP,"{'AVG': 0.43859756097560904, 'STDEV': 0.05776407097160201}"
FG3M,"{'AVG': 5.439024390243903, 'STDEV': 2.648538199080837}"
FG3A,"{'AVG': 15.426829268292684, 'STDEV': 4.524366097894242}"
FG3P,"{'AVG': 0.35082954603035305, 'STDEV': 0.129735206008319}"
FTM,"{'AVG': 16.378048780487806, 'STDEV': 5.703887008868318}"
FTA,"{'AVG': 21.195121951219512, 'STDEV': 21.195121951219512}"
FTP,"{'AVG': 0.774329268292682, 'STDEV': 0.774329268292682}"
OREB,"{'AVG': 12.512195121951219, 'STDEV': 3.739161794362522}"
DREB,"{'AVG': 30.658536585365855, 'STDEV': 4.848875425674155}"
REB,"{'AVG': 43.170731707317074, 'STDEV': 6.174029394501407}"
AST,"{'AVG': 23, 'STDEV': 4.608098078517271}"
BLK,"{'AVG': 5.085365853658536, 'STDEV': 2.961486194764817}"
TOV,"{'AVG': 13.658536585365853, 'STDEV': 3.9164720588220563}"
PF,"{'AVG': 19.71951219512195, 'STDEV': 4.101413156774807}"
