,0
Team_ID,1610612766
Season,2012-13
FGM,"{'AVG': 34.426829268292686, 'STDEV': 4.5866970493311054}"
FGA,"{'AVG': 81.08536585365853, 'STDEV': 5.739620195444593}"
FGP,"{'AVG': 0.425341463414634, 'STDEV': 0.054562280534186006}"
FG3M,"{'AVG': 5.719512195121951, 'STDEV': 2.573724736324372}"
FG3A,"{'AVG': 17.0609756097561, 'STDEV': 5.068293016210014}"
FG3P,"{'AVG': 0.33380327709581203, 'STDEV': 0.102757593941785}"
FTM,"{'AVG': 18.853658536585368, 'STDEV': 4.853716791983034}"
FTA,"{'AVG': 25.121951219512194, 'STDEV': 25.121951219512194}"
FTP,"{'AVG': 0.75390243902439, 'STDEV': 0.75390243902439}"
OREB,"{'AVG': 11.182926829268293, 'STDEV': 4.03725872276969}"
DREB,"{'AVG': 29.134146341463413, 'STDEV': 4.778455236523158}"
REB,"{'AVG': 40.31707317073171, 'STDEV': 6.026439787561016}"
AST,"{'AVG': 19.353658536585368, 'STDEV': 4.94755695098074}"
BLK,"{'AVG': 5.841463414634147, 'STDEV': 2.6362595658707413}"
TOV,"{'AVG': 13.097560975609756, 'STDEV': 3.12145010657563}"
PF,"{'AVG': 19.036585365853657, 'STDEV': 4.200073844004631}"
