,0
Team_ID,1610612738
Season,2012-13
FGM,"{'AVG': 37.04938271604938, 'STDEV': 4.45505677452011}"
FGA,"{'AVG': 79.74074074074075, 'STDEV': 7.72298157737311}"
FGP,"{'AVG': 0.46641975308641903, 'STDEV': 0.053826077369043004}"
FG3M,"{'AVG': 6.148148148148148, 'STDEV': 2.403700850309326}"
FG3A,"{'AVG': 17.160493827160494, 'STDEV': 4.340094440572281}"
FG3P,"{'AVG': 0.36002356471003705, 'STDEV': 0.114882957967534}"
FTM,"{'AVG': 16.271604938271604, 'STDEV': 5.019990900586904}"
FTA,"{'AVG': 20.962962962962962, 'STDEV': 20.962962962962962}"
FTP,"{'AVG': 0.7764814814814811, 'STDEV': 0.7764814814814811}"
OREB,"{'AVG': 8.074074074074074, 'STDEV': 3.181107424222647}"
DREB,"{'AVG': 31.271604938271604, 'STDEV': 4.839969900936917}"
REB,"{'AVG': 39.34567901234568, 'STDEV': 5.863361863784207}"
AST,"{'AVG': 22.753086419753085, 'STDEV': 4.686498864284325}"
BLK,"{'AVG': 4.506172839506172, 'STDEV': 2.236758015466377}"
TOV,"{'AVG': 13.901234567901234, 'STDEV': 2.960595118686464}"
PF,"{'AVG': 21.19753086419753, 'STDEV': 3.941509079928713}"
