,0
Team_ID,1610612750
Season,2012-13
FGM,"{'AVG': 35.890243902439025, 'STDEV': 4.6428123064169515}"
FGA,"{'AVG': 81.73170731707317, 'STDEV': 7.717302638360411}"
FGP,"{'AVG': 0.440890243902439, 'STDEV': 0.054134949368680005}"
FG3M,"{'AVG': 5.487804878048781, 'STDEV': 2.690834477198405}"
FG3A,"{'AVG': 17.98780487804878, 'STDEV': 4.220742145376057}"
FG3P,"{'AVG': 0.30058000779862504, 'STDEV': 0.12239189169068801}"
FTM,"{'AVG': 18.475609756097562, 'STDEV': 6.381349386609208}"
FTA,"{'AVG': 24.902439024390244, 'STDEV': 24.902439024390244}"
FTP,"{'AVG': 0.742987804878048, 'STDEV': 0.742987804878048}"
OREB,"{'AVG': 11.865853658536585, 'STDEV': 4.141813866143259}"
DREB,"{'AVG': 30.158536585365855, 'STDEV': 5.561040652667475}"
REB,"{'AVG': 42.02439024390244, 'STDEV': 6.969024250662598}"
AST,"{'AVG': 22.390243902439025, 'STDEV': 4.265150475862778}"
BLK,"{'AVG': 4.719512195121951, 'STDEV': 2.588075171327532}"
TOV,"{'AVG': 14.134146341463415, 'STDEV': 3.354606911975729}"
PF,"{'AVG': 18.402439024390244, 'STDEV': 3.711376424639769}"
