,0
Team_ID,1610612740
Season,2012-13
FGM,"{'AVG': 36.03658536585366, 'STDEV': 4.606611250004941}"
FGA,"{'AVG': 80.35365853658537, 'STDEV': 5.580769342112653}"
FGP,"{'AVG': 0.44889024390243903, 'STDEV': 0.052271373110464}"
FG3M,"{'AVG': 6.524390243902439, 'STDEV': 3.015292749360846}"
FG3A,"{'AVG': 17.975609756097562, 'STDEV': 4.157324667263725}"
FG3P,"{'AVG': 0.358272391240735, 'STDEV': 0.126465193162089}"
FTM,"{'AVG': 15.475609756097562, 'STDEV': 4.7693093160333415}"
FTA,"{'AVG': 19.951219512195124, 'STDEV': 19.951219512195124}"
FTP,"{'AVG': 0.779841463414634, 'STDEV': 0.779841463414634}"
OREB,"{'AVG': 12.048780487804878, 'STDEV': 3.886991407005306}"
DREB,"{'AVG': 29.585365853658537, 'STDEV': 4.791842913376225}"
REB,"{'AVG': 41.63414634146341, 'STDEV': 6.199387056762495}"
AST,"{'AVG': 20.98780487804878, 'STDEV': 4.617449198124421}"
BLK,"{'AVG': 5.365853658536586, 'STDEV': 2.589209303595589}"
TOV,"{'AVG': 13.695121951219512, 'STDEV': 3.332181372763745}"
PF,"{'AVG': 20.402439024390244, 'STDEV': 4.521170382991394}"
