,0
Team_ID,1610612745
Season,2008-09
FGM,"{'AVG': 36.08536585365854, 'STDEV': 4.603276394938973}"
FGA,"{'AVG': 79.58536585365853, 'STDEV': 6.214183735144003}"
FGP,"{'AVG': 0.45435365853658505, 'STDEV': 0.054117697968071005}"
FG3M,"{'AVG': 7.573170731707317, 'STDEV': 2.685261500955821}"
FG3A,"{'AVG': 20.195121951219512, 'STDEV': 4.712575832026325}"
FG3P,"{'AVG': 0.37387087890026705, 'STDEV': 0.098839451283058}"
FTM,"{'AVG': 18.670731707317074, 'STDEV': 6.386820685626007}"
FTA,"{'AVG': 23.20731707317073, 'STDEV': 23.20731707317073}"
FTP,"{'AVG': 0.8058536585365851, 'STDEV': 0.8058536585365851}"
OREB,"{'AVG': 10.512195121951219, 'STDEV': 3.270684990508319}"
DREB,"{'AVG': 32.46341463414634, 'STDEV': 5.065485052155456}"
REB,"{'AVG': 42.97560975609756, 'STDEV': 6.279450337186176}"
AST,"{'AVG': 20.26829268292683, 'STDEV': 3.6448806666025373}"
BLK,"{'AVG': 4.329268292682927, 'STDEV': 2.357310028211328}"
TOV,"{'AVG': 13.329268292682928, 'STDEV': 3.446432680820369}"
PF,"{'AVG': 18.9390243902439, 'STDEV': 3.692994906862697}"
