,0
Team_ID,1610612739
Season,2008-09
FGM,"{'AVG': 36.853658536585364, 'STDEV': 4.45310808706118}"
FGA,"{'AVG': 78.70731707317073, 'STDEV': 6.515864409986946}"
FGP,"{'AVG': 0.46921951219512203, 'STDEV': 0.051170502785439005}"
FG3M,"{'AVG': 8, 'STDEV': 2.802115602870776}"
FG3A,"{'AVG': 20.365853658536587, 'STDEV': 4.847074197349993}"
FG3P,"{'AVG': 0.394280041126618, 'STDEV': 0.11371963347388701}"
FTM,"{'AVG': 18.573170731707318, 'STDEV': 5.528892657655195}"
FTA,"{'AVG': 24.536585365853657, 'STDEV': 24.536585365853657}"
FTP,"{'AVG': 0.756134146341463, 'STDEV': 0.756134146341463}"
OREB,"{'AVG': 10.804878048780488, 'STDEV': 3.256291249411464}"
DREB,"{'AVG': 31.390243902439025, 'STDEV': 4.8016357746726985}"
REB,"{'AVG': 42.19512195121951, 'STDEV': 5.417026254480812}"
AST,"{'AVG': 20.28048780487805, 'STDEV': 4.074232155921318}"
BLK,"{'AVG': 5.304878048780488, 'STDEV': 2.313081555250612}"
TOV,"{'AVG': 11.975609756097562, 'STDEV': 3.671631688124093}"
PF,"{'AVG': 20.28048780487805, 'STDEV': 4.281093636218632}"
