,0
Team_ID,1610612740
Season,2008-09
FGM,"{'AVG': 35.5, 'STDEV': 4.8489530497842885}"
FGA,"{'AVG': 77.63414634146342, 'STDEV': 5.795937690030393}"
FGP,"{'AVG': 0.45760975609756105, 'STDEV': 0.055591267654605}"
FG3M,"{'AVG': 6.7804878048780495, 'STDEV': 3.166274401606594}"
FG3A,"{'AVG': 18.609756097560975, 'STDEV': 5.392624358384457}"
FG3P,"{'AVG': 0.35552563551585303, 'STDEV': 0.118067607839638}"
FTM,"{'AVG': 18.036585365853657, 'STDEV': 6.082651147850735}"
FTA,"{'AVG': 22.353658536585368, 'STDEV': 22.353658536585368}"
FTP,"{'AVG': 0.8065975609756091, 'STDEV': 0.8065975609756091}"
OREB,"{'AVG': 9.78048780487805, 'STDEV': 3.590193743676432}"
DREB,"{'AVG': 29.914634146341463, 'STDEV': 4.7250350302763}"
REB,"{'AVG': 39.69512195121951, 'STDEV': 5.7557036111164}"
AST,"{'AVG': 19.621951219512194, 'STDEV': 4.506895249250258}"
BLK,"{'AVG': 4.121951219512195, 'STDEV': 1.773538305492124}"
TOV,"{'AVG': 11.707317073170731, 'STDEV': 3.097142469837372}"
PF,"{'AVG': 20.304878048780488, 'STDEV': 4.4212981289931275}"
