,0
Team_ID,1610612748
Season,2008-09
FGM,"{'AVG': 37, 'STDEV': 4.597369081239378}"
FGA,"{'AVG': 81.04878048780488, 'STDEV': 6.931592443520563}"
FGP,"{'AVG': 0.45687804878048704, 'STDEV': 0.045273759942770005}"
FG3M,"{'AVG': 7.097560975609756, 'STDEV': 2.641593963703653}"
FG3A,"{'AVG': 19.890243902439025, 'STDEV': 4.964083587703082}"
FG3P,"{'AVG': 0.35812387462154804, 'STDEV': 0.10372978856515301}"
FTM,"{'AVG': 17.20731707317073, 'STDEV': 6.589812198523086}"
FTA,"{'AVG': 22.817073170731707, 'STDEV': 22.817073170731707}"
FTP,"{'AVG': 0.7492560975609751, 'STDEV': 0.7492560975609751}"
OREB,"{'AVG': 10.097560975609756, 'STDEV': 3.234115049060107}"
DREB,"{'AVG': 29.402439024390244, 'STDEV': 5.127653799145413}"
REB,"{'AVG': 39.5, 'STDEV': 6.246480490525727}"
AST,"{'AVG': 20.378048780487806, 'STDEV': 4.250316600850769}"
BLK,"{'AVG': 5.5, 'STDEV': 2.67244743795682}"
TOV,"{'AVG': 11.939024390243903, 'STDEV': 3.461775612956377}"
PF,"{'AVG': 20.682926829268293, 'STDEV': 4.340103113016669}"
