,0
Team_ID,1610612763
Season,2008-09
FGM,"{'AVG': 34.9390243902439, 'STDEV': 4.552431343271444}"
FGA,"{'AVG': 76.96341463414635, 'STDEV': 5.928473086267493}"
FGP,"{'AVG': 0.45456097560975606, 'STDEV': 0.052863462039385}"
FG3M,"{'AVG': 4.853658536585366, 'STDEV': 2.429865368518132}"
FG3A,"{'AVG': 13.487804878048781, 'STDEV': 3.525021328852465}"
FG3P,"{'AVG': 0.35483326407319404, 'STDEV': 0.144418615014097}"
FTM,"{'AVG': 19.146341463414632, 'STDEV': 5.493255013868859}"
FTA,"{'AVG': 25.329268292682926, 'STDEV': 25.329268292682926}"
FTP,"{'AVG': 0.7554512195121951, 'STDEV': 0.7554512195121951}"
OREB,"{'AVG': 10.329268292682928, 'STDEV': 3.450012982794611}"
DREB,"{'AVG': 28.5, 'STDEV': 5.320006497721827}"
REB,"{'AVG': 38.829268292682926, 'STDEV': 6.75095764226263}"
AST,"{'AVG': 17.353658536585368, 'STDEV': 4.243722891604575}"
BLK,"{'AVG': 4.695121951219512, 'STDEV': 2.417472531743518}"
TOV,"{'AVG': 14.195121951219512, 'STDEV': 3.951680450138399}"
PF,"{'AVG': 21.670731707317074, 'STDEV': 4.207737957294137}"
