,0
Team_ID,1610612744
Season,2008-09
FGM,"{'AVG': 39.40243902439025, 'STDEV': 5.206500580880138}"
FGA,"{'AVG': 86.03658536585365, 'STDEV': 8.164126773519884}"
FGP,"{'AVG': 0.45912195121951205, 'STDEV': 0.052454893084357}"
FG3M,"{'AVG': 6.7073170731707314, 'STDEV': 2.795445170396401}"
FG3A,"{'AVG': 17.98780487804878, 'STDEV': 4.83172106555051}"
FG3P,"{'AVG': 0.36798686858256, 'STDEV': 0.10598830352886801}"
FTM,"{'AVG': 23.085365853658537, 'STDEV': 7.709543900157081}"
FTA,"{'AVG': 29.170731707317074, 'STDEV': 29.170731707317074}"
FTP,"{'AVG': 0.7878902439024391, 'STDEV': 0.7878902439024391}"
OREB,"{'AVG': 11.621951219512194, 'STDEV': 3.828548523926557}"
DREB,"{'AVG': 30.390243902439025, 'STDEV': 5.088733858776286}"
REB,"{'AVG': 42.01219512195122, 'STDEV': 6.665729383073616}"
AST,"{'AVG': 20.865853658536587, 'STDEV': 4.468717591948655}"
BLK,"{'AVG': 6.426829268292683, 'STDEV': 2.5677510350301143}"
TOV,"{'AVG': 14.21951219512195, 'STDEV': 3.351890530652675}"
PF,"{'AVG': 22.463414634146343, 'STDEV': 3.8271128980731692}"
