,0
Team_ID,1610612764
Season,2008-09
FGM,"{'AVG': 36.51219512195122, 'STDEV': 4.959699071016067}"
FGA,"{'AVG': 81.15853658536585, 'STDEV': 6.48544336262033}"
FGP,"{'AVG': 0.45030487804878006, 'STDEV': 0.051936497080543}"
FG3M,"{'AVG': 4.8170731707317085, 'STDEV': 2.6579860972821843}"
FG3A,"{'AVG': 14.609756097560975, 'STDEV': 4.834945063487037}"
FG3P,"{'AVG': 0.323031163484269, 'STDEV': 0.138335157589519}"
FTM,"{'AVG': 18.21951219512195, 'STDEV': 6.275612980229678}"
FTA,"{'AVG': 23.75609756097561, 'STDEV': 23.75609756097561}"
FTP,"{'AVG': 0.7641707317073171, 'STDEV': 0.7641707317073171}"
OREB,"{'AVG': 11.658536585365853, 'STDEV': 3.817501969713761}"
DREB,"{'AVG': 28.414634146341463, 'STDEV': 4.666537615972764}"
REB,"{'AVG': 40.073170731707314, 'STDEV': 6.326078667217485}"
AST,"{'AVG': 20.01219512195122, 'STDEV': 5.075951294260447}"
BLK,"{'AVG': 4.451219512195122, 'STDEV': 2.505068634748309}"
TOV,"{'AVG': 13.512195121951219, 'STDEV': 4.231696686950316}"
PF,"{'AVG': 20.475609756097562, 'STDEV': 4.149150172562033}"
